siteIDPartRs,datePartRs,bandNumberPartRs,typePartRs,notesPartRs
AZARCARPA1,2017-07-25,2661-31442,P,noData
AZARCARPA1,2017-08-10,2421-04308,P,noData
AZARCARPA1,2017-08-10,2541-40560,P,noData
AZARCARPA1,2017-09-02,2661-31442,P,noData
AZARCARPA1,2017-09-10,2661-31442,P,noData
AZARCARPA1,2017-09-13,2771-42114,P,"I saw this bird in the Fern Hollow region of nearby Frick Park while I was walking my dog!!  It would be about a 1/2- one mile walk from my house.  Not sure how far it would be ""as the sparrow flies""."
AZARCARPA1,2017-10-08,2421-04309,P,noData
AZARCARPA1,2017-10-13,2661-31442,P,noData
AZARCARPA1,2017-10-15,2661-31444,P,I hadn't seen this bird since it was banded on 7/26/13!  It was at my feeder on 10/15/17!
BACHMARNC1,2015-06-30,2711-64111,P,noData
BACHMARNC1,2015-07-08,2711-64112,P,noData
BACHMARNC1,2015-11-29,2711-64112,P,noData
BAERMIKPA1,2015-05-08,2441-14493,P,noData
BAERMIKPA1,2015-06-16,2441-14493,P,noData
BAERMIKPA1,2015-06-17,2531-74687,P,noData
BAERMIKPA1,2016-12-26,2750-45308,P,noData
BAERMIKPA1,2016-12-27,2750-45309,P,noData
BAERMIKPA1,2017-03-11,2750-64129,P,noData
BAERMIKPA1,2017-03-12,2750-45308,P,noData
BAERMIKPA1,2017-03-12,2750-45309,P,noData
BAILPATNC1,2015-06-01,1352-92445,P,noData
BAILPATNC1,2015-06-04,2180-92451,P,noData
BAILPATNC1,2015-06-04,2180-92453,P,noData
BAILPATNC1,2015-06-16,2180-92454,P,noData
BAKENANMA1,2013-06-17,2690-87830,P,noData
BAKENANMA1,2013-07-08,2690-87831,P,noData
BAKENANMA1,2014-04-28,2690-87831,P,noData
BAKENANMA1,2014-05-01,2561-86610,P,noData
BAKENANMA1,2014-05-02,2690-87830,P,noData
BAKENANMA1,2014-05-07,2690-87715,P,noData
BAKENANMA1,2014-05-19,2561-86610,P,noData
BAKENANMA1,2015-04-14,2690-87830,P,noData
BAKENANMA1,2015-04-16,2561-86610,P,noData
BAKENANMA1,2015-04-28,2690-87715,P,noData
BAKENANMA1,2015-04-28,2690-87830,P,noData
BAKENANMA1,2016-04-18,2690-87715,P,noData
BAKENANMA1,2016-04-22,2561-86610,P,noData
BAKENANMA1,2016-04-23,2750-35037,P,noData
BAKENANMA1,2017-04-17,2690-87715,P,noData
BAKENANMA1,2017-04-21,2561-86610,P,Seen at feeder with banded female
BAKENANMA1,2017-04-21,2651-43438,P,seen at feeder with banded male
BAKENANMA1,2017-05-03,2750-34963,P,noData
BAKENANMA1,2017-05-04,2690-87715,P,noData
BAKENANMA1,2017-05-16,2690-87830,P,noData
BAKENANMA1,2017-05-16,2750-34964,P,noData
BALASUCMD1,2009-03-28,1232-87912,P,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March by participant"
BALASUCMD1,2009-03-28,1232-87913,P,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March by participant; yearColumn = 2010, Resight by participant Summer 2010; yearColumn = 2011, resighted by participant 20 March; yearColumn = 2012, resighted by participant 3/5, 4/7, 6/7."
BALASUCMD1,2009-04-22,2301-55929,P,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted by participant 22 april"
BALASUCMD1,2010-07-15,1232-87913,P,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March by participant; yearColumn = 2010, Resight by participant Summer 2010; yearColumn = 2011, resighted by participant 20 March; yearColumn = 2012, resighted by participant 3/5, 4/7, 6/7."
BALASUCMD1,2011-03-20,1232-87913,P,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March by participant; yearColumn = 2010, Resight by participant Summer 2010; yearColumn = 2011, resighted by participant 20 March; yearColumn = 2012, resighted by participant 3/5, 4/7, 6/7."
BALASUCMD1,2011-03-20,2610-37305,P,"yearColumn = 2010, banded 5/28; yearColumn = 2011, resighted by participant 20 March"
BALASUCMD1,2012-03-05,1232-87913,P,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March by participant; yearColumn = 2010, Resight by participant Summer 2010; yearColumn = 2011, resighted by participant 20 March; yearColumn = 2012, resighted by participant 3/5, 4/7, 6/7."
BALASUCMD1,2012-04-07,1232-87913,P,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March by participant; yearColumn = 2010, Resight by participant Summer 2010; yearColumn = 2011, resighted by participant 20 March; yearColumn = 2012, resighted by participant 3/5, 4/7, 6/7."
BALASUCMD1,2012-06-07,1232-87913,P,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March by participant; yearColumn = 2010, Resight by participant Summer 2010; yearColumn = 2011, resighted by participant 20 March; yearColumn = 2012, resighted by participant 3/5, 4/7, 6/7."
BALASUCMD1,2015-11-29,2590-82015,P,"yearColumn = 2012, Banded 7/3/2012; yearColumn = 2015, resighted by participant 29 November"
BALASUCMD1,2016-06-07,2590-82015,P,noData
BALASUCMD1,2017-04-04,1271-42500,P,noData
BALASUCMD1,2017-04-20,2590-82015,P,noData
BALDARTPA1,2014-07-15,2641-97090,P,noData
BALDARTPA1,2014-07-15,2661-08073,P,noData
BALDARTPA1,2014-07-15,2661-08074,P,noData
BANDCATFL1,2016-03-26,2661-07658,P,Resight
BARBJERMD1,2004-05-20,1801-09479,P,"yearColumn = 2002, banded 1 August; yearColumn = 2004, resighted by participant 20 May; yearColumn = 2006, resighted by participant 17 March"
BARBJERMD1,2006-03-17,1801-09479,P,"yearColumn = 2002, banded 1 August; yearColumn = 2004, resighted by participant 20 May; yearColumn = 2006, resighted by participant 17 March"
BARBJERMD1,2009-03-28,2250-24385,P,"yearColumn = 2002, banded 18 Sept; yearColumn = 2008, resight 6/2/08; yearColumn = 2009, resighted by participant 28 March"
BARBJERMD1,2009-04-25,2460-22920,P,"yearColumn = 2007, banded 27 June; yearColumn = 2009, resighted by participant 25 april recapture 13 Jul; yearColumn = 2010, resighted by participant 25 May, recap 7/2/10; yearColumn = 2011, resighted by participant 25 April"
BARBJERMD1,2010-05-10,1801-09699,P,"yearColumn = 2002, banded 18 Sept; yearColumn = 2010, resighted by participant  10 May"
BARBJERMD1,2010-05-25,2460-22920,P,"yearColumn = 2007, banded 27 June; yearColumn = 2009, resighted by participant 25 april recapture 13 Jul; yearColumn = 2010, resighted by participant 25 May, recap 7/2/10; yearColumn = 2011, resighted by participant 25 April"
BARBJERMD1,2010-09-07,2590-82582,P,"yearColumn = 2009, banded 7/13/2009; yearColumn = 2010, resighted by participant 7 Sept"
BARBJERMD1,2011-03-09,2421-11758,P,"yearColumn = 2010, banded 7/2/10; yearColumn = 2011, resighted by participant 9 March; 11 May"
BARBJERMD1,2011-04-25,2460-22920,P,"yearColumn = 2007, banded 27 June; yearColumn = 2009, resighted by participant 25 april recapture 13 Jul; yearColumn = 2010, resighted by participant 25 May, recap 7/2/10; yearColumn = 2011, resighted by participant 25 April"
BARBJERMD1,2011-05-11,2301-56957,P,"yearColumn = 2009, banded 7/13/2009; yearColumn = 2011, resighted by participant 11 May"
BARBJERMD1,2011-05-11,2421-11758,P,"yearColumn = 2010, banded 7/2/10; yearColumn = 2011, resighted by participant 9 March; 11 May"
BARBJERMD1,2011-06-05,742-29428,P,"yearColumn = 2008, banded_6/2/08; yearColumn = 2011, resighted by participant 06/05/2011"
BARBJERMD1,2011-06-14,2301-56956,P,"yearColumn = 2009, banded 7/13/2009; yearColumn = 2011, resighted by participant 06/14/2011. Found dead 6/24"
BARBJERMD1,2011-06-24,2301-56956,P,"yearColumn = 2009, banded 7/13/2009; yearColumn = 2011, resighted by participant 06/14/2011. Found dead 6/24"
BARBJERMD1,2012-03-10,2301-56016,P,"yearColumn = 2007, banded 27 June; yearColumn = 2012, resighted by participant 03/10/2012"
BARBJERMD1,2012-03-10,2421-11764,P,"yearColumn = 2010, Banded 7/2/10; yearColumn = 2012, resighted by participant 03/10/2012; Recaptured 6/4/2012; yearColumn = 2013, resighted by participant 4/13/2013; recaptured 7/11/13"
BARBJERMD1,2012-03-10,2421-11769,P,"yearColumn = 2010, banded 7/2/10; yearColumn = 2012, resighted by participant 03/10/2012"
BARBJERMD1,2013-04-13,2421-11764,P,"yearColumn = 2010, Banded 7/2/10; yearColumn = 2012, resighted by participant 03/10/2012; Recaptured 6/4/2012; yearColumn = 2013, resighted by participant 4/13/2013; recaptured 7/11/13"
BARBJERMD1,2016-03-17,2641-63964,P,3/17/2016 6:10 p.m. Was at the water bowl on deck.  Was being a bully... chased another male cardinal away.
BARBJERMD1,2016-04-21,2750-41384,P,"Nesting in a nest box.  It's mate band colors: A/PK,Y_x000D_ There are at least three nestlings in the nest box that I observed today."
BARBJERMD1,2016-04-21,2750-41387,P,"It's mate is also banded.  Band colors A/W,G.  They have an active nest in a nest box with at least 3 nestlings that I could see today.  Looks like they recently hatched within day or two."
BARNDORMD1,2010-06-16,2411-37303,P,"yearColumn = 2009, Banded 5/22/2009; yearColumn = 2010, resighted 6/16/10 by P. Marra"
BARTTARPA1,2013-10-08,2661-31483,P,noData
BARTTARPA1,2014-02-09,2641-64059,P,noData
BARTTARPA1,2014-03-03,2641-64061,P,noData
BARTTARPA1,2014-09-02,2641-64059,P,noData
BARTTARPA1,2015-02-09,2641-64059,P,noData
BARTTARPA1,2015-03-25,2641-64059,P,noData
BARTTARPA1,2015-07-16,1352-46380,P,noData
BARTTARPA1,2015-08-23,1352-46380,P,noData
BARTTARPA1,2016-04-26,2641-64059,P,noData
BARTTARPA1,2016-07-11,2641-64059,P,noData
BARTTARPA1,2016-09-29,2641-64059,P,noData
BARTTARPA1,2016-10-11,2641-64059,P,at birdfeeder
BARTTARPA1,2016-10-29,2641-64061,P,at birdfeeder
BARTTARPA1,2017-02-28,2641-64059,P,noData
BARTTARPA1,2017-03-20,2641-64059,P,noData
BARTTARPA1,2017-04-28,2641-64059,P,noData
BARTTARPA1,2017-05-01,2750-64149,P,noData
BEALTOMMD1,2003-03-15,8001-21430,P,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,2003-11-15,1141-05597,P,"yearColumn = 2001, banded 12 June; yearColumn = 2002, resighted 12 May; yearColumn = 2003, found deceased in fall"
BEALTOMMD1,2005-03-15,8001-21430,P,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,2006-03-15,8001-21430,P,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,2007-05-29,8001-21430,P,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,2008-03-15,8001-21430,P,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,2009-03-15,8001-21430,P,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,2009-06-03,2260-22952,P,"yearColumn = 2008, banded 20 june; yearColumn = 2009, recap 5/22/09.resighted by participant 3 June"
BEALTOMMD1,2009-06-03,2460-22953,P,"yearColumn = 2008, banded 20 june; yearColumn = 2009, banded 5/22/09. resighted by particpant 3 June; yearColumn = 2010, recap 7/13; yearColumn = 2012, Resight 5/2012"
BEALTOMMD1,2009-06-04,2251-80301,P,"yearColumn = 2008, banded 20 june; yearColumn = 2009, resighted by participant 4 June; yearColumn = 2010, recap 7/13"
BEALTOMMD1,2010-05-21,8001-21430,P,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,2011-03-15,8001-21430,P,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,2012-05-15,2421-11549,P,"yearColumn = 2010, banded 7/13; yearColumn = 2012, Resighted 5/2012; yearColumn = 2014, resighted by participant 31 July, 20 Jan 2015"
BEALTOMMD1,2012-05-15,2460-22953,P,"yearColumn = 2008, banded 20 june; yearColumn = 2009, banded 5/22/09. resighted by particpant 3 June; yearColumn = 2010, recap 7/13; yearColumn = 2012, Resight 5/2012"
BEALTOMMD1,2014-01-10,2421-34601,P,"yearColumn = 2012, Banded 5/23/2012; yearColumn = 2014, resighted by participant 10 Jan 2015"
BEALTOMMD1,2014-01-10,2441-96552,P,"yearColumn = 2013, Captured July 10, 20013.; yearColumn = 2014, resighted 27 June by participant; 10 Jan 2015; yearColumn = 2015, resighted by participant"
BEALTOMMD1,2014-01-10,2590-82196,P,"yearColumn = 2013, Captured July 10, 2013; yearColumn = 2014, resighted by participant 10 Jan 2015"
BEALTOMMD1,2014-01-20,2421-11549,P,"yearColumn = 2010, banded 7/13; yearColumn = 2012, Resighted 5/2012; yearColumn = 2014, resighted by participant 31 July, 20 Jan 2015"
BEALTOMMD1,2014-06-27,2441-96552,P,"yearColumn = 2013, Captured July 10, 20013.; yearColumn = 2014, resighted 27 June by participant; 10 Jan 2015; yearColumn = 2015, resighted by participant"
BEALTOMMD1,2014-07-31,2421-11549,P,"yearColumn = 2010, banded 7/13; yearColumn = 2012, Resighted 5/2012; yearColumn = 2014, resighted by participant 31 July, 20 Jan 2015"
BEALTOMMD1,2015-03-15,2441-96552,P,"yearColumn = 2013, Captured July 10, 20013.; yearColumn = 2014, resighted 27 June by participant; 10 Jan 2015; yearColumn = 2015, resighted by participant"
BEALTOMMD1,2017-07-04,2651-47524,P,2651-47524
BEALTOMMD1,2017-07-04,2771-42013,P,2771-42014
BEALTOMMD1,2017-07-08,2421-11549,P,"Have seen this bird all week with brief glimpses. Finally got out scope and confirmed 2010 banded male A/BK,R"
BEALTOMMD1,2017-07-08,2771-42014,P,noData
BEALTOMMD1,2017-07-21,2771-42012,P,noData
BEALTOMMD1,2017-08-01,2651-51805,P,2651-51805
BEALTOMMD1,2017-08-02,2421-11549,P,noData
BEALTOMMD1,2017-09-03,2421-11549,P,noData
BEALTOMMD1,2017-09-10,2840-18404,P,noData
BEALTOMMD1,2017-10-03,2421-11549,P,noData
BEALTOMMD1,2017-10-05,2840-18404,P,noData
BEALTOMMD1,2017-11-06,2421-11549,P,noData
BEARKARNC1,2015-05-12,851-39849,P,noData
BEARKARNC1,2015-05-14,851-39846,P,noData
BEARKARNC1,2015-05-18,2711-64026,P,noData
BEARKARNC1,2015-08-02,2711-64025,P,noData
BEARKARNC1,2015-08-02,2711-64026,P,noData
BEARKARNC1,2015-09-05,2711-64025,P,noData
BEARKARNC1,2015-09-05,2711-64026,P,noData
BEARKARNC1,2015-10-04,2711-64025,P,noData
BEARKARNC1,2015-10-05,2711-64026,P,noData
BEARKARNC1,2015-11-14,2711-64025,P,noData
BEARKARNC1,2015-11-14,2711-64026,P,noData
BEARKARNC1,2015-11-22,2180-92407,P,noData
BEARKARNC1,2015-12-06,2711-64025,P,noData
BEARKARNC1,2015-12-06,2711-64026,P,noData
BEARKARNC1,2016-01-10,2711-64025,P,noData
BEARKARNC1,2016-01-10,2711-64026,P,noData
BEARKARNC1,2016-02-06,2711-64025,P,noData
BEARKARNC1,2016-02-06,2711-64026,P,noData
BEARKARNC1,2016-03-06,2711-64025,P,noData
BEARKARNC1,2016-03-06,2711-64026,P,noData
BEARKARNC1,2016-04-03,2711-64025,P,Our two wrens that I continue to submit data on are an obviousl pair. They often come to the peanut feeder at the same time.
BEARKARNC1,2016-05-07,-,P,Delighted to say our wren pair nested in our backdoor neighbor's window box! Saw two kids on the nest on 5/9. They fledged the following week and we've been seeing them and the two kids in our yard (and garage!) in May and June.
BEARKARNC1,2016-05-07,2711-64026,P,Delighted to say our wren pair nested in our backdoor neighbor's window box! Saw two kids on the nest on 5/9. They fledged the following week and we've been seeing them and the two kids in our yard (and garage!) in May and June.
BEARKARNC1,2016-05-17,1352-92407,P,"She was seen feeding young in a nest on 5/9 when John and Keith first banded her. Not sure how many kids there were or when they fledged, but it was sometime the following week."
BEARKARNC1,2016-05-17,1392-92407,P,"She was seen feeding young in a nest on 5/9 when John and Keith first banded her. Not sure how many kids there were or when they fledged, but it was sometime the following week."
BEARKARNC1,2016-05-19,0951-61587,P,noData
BEARKARNC1,2016-06-05,2711-64025,P,noData
BEARKARNC1,2016-06-05,2711-64026,P,noData
BEARKARNC1,2016-06-12,0951-61587,P,noData
BEARKARNC1,2016-06-12,1352-92406,P,noData
BEARKARNC1,2016-06-22,0951-61588,P,noData
BEEGERLNC1,2016-07-01,2701-55832,P,"2701-55832 arrived at deck railing at 20:45 to feed on safflower. Male arrived at same time as female (x-55385); most likely, a mated pair"
BEEGERLNC1,2016-07-01,2701-55834,P,"Landed on suet at 9:45 am EDT, took suet piece and flew (feeding young?)"
BEEGERLNC1,2016-07-01,2701-55835,P,"2701-55835 female arrived at deck railing at 20:45 to feed on safflower. Male (x-55832) arrived at same time as female (x-55835); most likely, a mated pair"
BEEGERLNC1,2016-07-01,2771-40419,P,Singing on deck railing
BEEGERLNC1,2016-07-01,2771-40420,P,Backyard deck railing
BEEGERLNC1,2016-07-02,2771-40421,P,noData
BEEGERLNC1,2016-07-03,2701-55831,P,On deck railing for safflower and suet
BEEGERLNC1,2016-07-07,2701-55830,P,"Brief visit at 7:45 am July 7 to feeding area on deck railing (safflower, suet). This red/green catbird (2701-55830) also appeared to a guest, briefly, on 7/6. Does not appear daily or often like the orange/yellow and blue/blue(banded) catbirds, (2701-55831 and X-55834).  Still no sighting of white-band catbird, X-55833"
BEEGERLNC1,2016-07-23,2701-55833,P,Finally! I've been looking for that bird all of July. Landed on suet at 6:50 EDT.
BEEGERLNC1,2016-08-01,2701-55832,P,"Feeding on safflower 17:20 , saw male 2701-55832 with female (2701-55835) several times, Mated pair?"
BEEGERLNC1,2016-08-01,2701-55835,P,Feeding on safflower on deck railing at 6:20 am EDT
BEEGERLNC1,2016-08-05,1352-92507,P,First Tim I've detected this bird 1352-92507 since it was banded in June 2016.
BEEGERLNC1,2016-08-05,2771-40419,P,noData
BEEGERLNC1,2016-08-14,2701-55831,P,"Threatening a younger GRCA over a pile of safflower seed on the wooden deck railing, 9:15 EDT"
BEEGERLNC1,2016-09-02,2701-55832,P,"See almost every day on deck, feeding on safflower seeds."
